image_name,fold,partly_cloudy,haze,clear,primary,cultivation,bare_ground,road,artisinal_mine,blow_down,selective_logging,slash_burn,water,habitation,cloudy,blooming,conventional_mine,agriculture
train_13167,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13168,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13169,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13170,7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13171,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
train_13172,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13173,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
train_13174,9,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
train_13175,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1
train_13176,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13177,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13178,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13179,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13180,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13181,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13182,8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13183,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13184,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13185,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13186,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13187,3,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
train_13188,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13189,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_13190,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13191,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13192,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_13193,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13194,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13195,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13196,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13197,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
train_13198,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13199,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13200,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13201,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_13202,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13203,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13204,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13205,8,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13206,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13207,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13208,3,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0
train_13209,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_13210,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13211,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13212,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13213,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13214,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13215,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13216,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13217,9,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13218,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13220,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13221,3,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
train_13222,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13223,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13224,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13225,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13226,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13227,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13228,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13229,8,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
train_13230,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_13231,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13232,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13233,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13234,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
train_13235,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13236,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
train_13237,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
train_13238,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13239,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13240,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13241,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13242,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13243,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1
train_13244,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13245,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13246,9,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0
train_13247,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13248,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13249,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13250,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13251,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13252,7,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0
train_13253,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13254,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13255,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13256,9,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
train_13257,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13258,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
train_13259,7,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13260,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13261,8,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
train_13262,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13263,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13264,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13265,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13266,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_13267,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13268,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13269,3,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
train_13270,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13271,9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13272,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13273,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_13274,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13275,7,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
train_13276,7,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1
train_13277,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13278,7,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13279,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13280,7,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_13281,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13282,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13283,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13284,7,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
train_13285,8,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
train_13286,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1
train_13287,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13288,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13289,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13290,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13291,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
train_13292,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13293,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13294,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13295,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13296,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13297,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_13298,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13299,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13300,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13301,4,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
train_13302,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13303,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
train_13304,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13305,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13306,9,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_13307,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13308,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13309,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_13310,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13311,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13312,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13313,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13314,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13315,8,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
train_13316,3,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13317,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13318,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13319,6,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
train_13320,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13321,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13322,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13323,2,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1
train_13324,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13325,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13326,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13327,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13328,3,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13329,2,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
train_13330,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13331,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13332,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_13333,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
train_13334,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13335,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13336,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13337,3,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13338,5,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_13339,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13340,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13341,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13342,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13343,9,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_13344,2,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
train_13345,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_13346,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13347,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13348,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13349,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13350,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13351,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13352,3,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1
train_13353,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13354,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13355,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13356,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13357,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13358,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13359,7,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_13360,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13361,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13362,6,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1
train_13363,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13364,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13365,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13366,3,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_13367,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13368,9,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13369,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13370,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13371,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13372,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13373,2,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_13374,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13375,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13376,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13377,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13378,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13379,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13380,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13381,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13382,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13383,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13384,5,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0
train_13385,9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13386,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13387,4,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
train_13388,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13389,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13390,7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13391,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13392,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13393,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13394,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13395,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13396,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
train_13397,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13398,6,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13399,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13400,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13401,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13402,4,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_13403,4,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
train_13404,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13405,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13406,5,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_13407,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13408,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13409,8,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0
train_13410,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13411,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13412,7,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13413,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13414,6,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13415,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_13416,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13417,5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_13418,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13419,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13420,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_13421,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_13422,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13423,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13424,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13425,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
train_13426,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
train_13427,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13428,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1
train_13429,7,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,1
train_13430,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_13431,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13432,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13433,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13434,6,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
train_13435,6,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_13436,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13437,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13438,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13439,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13440,7,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13441,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13442,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13443,8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1
train_13444,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13445,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13446,7,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0
train_13447,6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13448,6,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
train_13449,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13450,3,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
train_13451,7,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1
train_13452,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13453,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13454,4,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_13455,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13456,3,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
train_13457,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13458,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13459,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13460,8,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_13461,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13462,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
train_13463,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13464,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13465,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13466,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13467,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_13468,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13469,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13470,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13471,8,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
train_13472,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13473,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13474,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13475,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13476,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13477,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13478,9,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13479,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13480,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13481,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1
train_13482,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13483,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13484,9,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13485,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13486,8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13487,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13488,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13489,4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13490,7,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
train_13491,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13492,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13493,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13494,4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
train_13495,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13496,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
train_13497,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13498,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13499,7,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1
train_13500,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
train_13501,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13502,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_13503,9,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1
train_13504,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
train_13505,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
