image_name,fold,slash_burn,road,artisinal_mine,water,agriculture,clear,bare_ground,partly_cloudy,selective_logging,cloudy,conventional_mine,blooming,cultivation,haze,blow_down,habitation,primary
train_13182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
train_13183,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13184,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13185,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13186,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13187,9,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
train_13188,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13189,8,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13190,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13191,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
train_13192,6,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13193,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13194,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13195,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13196,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13197,5,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13198,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13199,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13200,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13201,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13202,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13203,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13204,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13205,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13206,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13207,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13208,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
train_13209,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13210,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13211,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13212,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13213,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13214,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13215,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13216,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13217,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
train_13218,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13219,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13220,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13221,4,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13222,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13223,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13224,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13225,7,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13226,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13227,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13228,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13229,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
train_13230,3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13231,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13232,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13233,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13234,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
train_13235,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13236,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
train_13237,8,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13238,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13239,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13240,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13241,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13242,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13243,5,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13244,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13245,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13246,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
train_13247,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13248,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13249,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13250,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13251,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13252,2,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13253,8,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13254,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13255,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13256,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13257,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13258,5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13259,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
train_13260,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13261,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
train_13262,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13263,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13264,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13265,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13266,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13267,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13268,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13269,4,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13270,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13271,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13272,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13273,4,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13274,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13275,3,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13276,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13277,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13278,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13279,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13280,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13281,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13282,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13283,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13284,7,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
train_13285,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
train_13286,7,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
train_13287,8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13288,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13289,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13290,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13291,9,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
train_13292,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13293,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13294,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13295,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13296,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13297,9,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13298,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13299,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13300,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13301,9,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13302,7,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1
train_13303,8,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
train_13304,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13305,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13306,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
train_13307,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
train_13308,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13309,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13310,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13311,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13312,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13313,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13314,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13315,8,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
train_13316,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1
train_13317,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13318,8,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13319,7,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
train_13320,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13321,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13322,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13323,3,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13324,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13325,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13326,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13327,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13328,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13329,8,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
train_13330,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13331,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13332,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
train_13333,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
train_13334,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13335,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13336,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13337,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
train_13338,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13339,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13340,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13341,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13342,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13343,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13344,6,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_13345,7,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13346,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13347,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13348,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13349,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13350,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13352,4,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1
train_13353,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13354,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13355,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13356,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13357,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13358,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13359,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
train_13360,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13361,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13362,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1
train_13363,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13364,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13365,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13366,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13367,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
train_13368,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13369,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13370,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13371,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13372,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13373,4,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
train_13374,9,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13375,9,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13376,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13377,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13378,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13379,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
train_13380,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13381,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13383,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13384,3,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
train_13385,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13386,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13387,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
train_13388,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
train_13389,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13390,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13391,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13392,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13393,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13394,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13395,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13396,6,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13397,8,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_13398,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13399,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
train_13400,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13401,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13402,5,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13403,7,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
train_13404,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13405,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13406,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13407,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13408,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13409,7,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
train_13410,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13411,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13412,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13413,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13414,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
train_13415,5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13416,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13417,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13418,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13419,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13420,8,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13421,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13422,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13423,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13424,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13425,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13426,8,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_13427,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13428,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13429,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1
train_13430,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13431,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13432,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13433,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13434,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13435,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
train_13436,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_13437,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13438,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13439,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13440,7,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13441,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13442,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13443,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13444,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13445,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13446,5,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1
train_13447,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13448,6,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
train_13449,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13450,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13451,6,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
train_13452,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
train_13453,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13454,2,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13455,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
train_13456,9,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13457,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13458,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13459,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13460,9,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13461,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13462,2,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13463,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13464,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13465,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13467,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13468,5,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13469,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13470,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13471,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
train_13472,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13473,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13474,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13475,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13476,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13477,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13478,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13479,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13480,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13481,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13482,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13483,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13484,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13485,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13486,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_13487,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13488,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13489,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13490,4,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1
train_13491,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13492,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13493,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13494,8,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
train_13495,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13496,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13497,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13498,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13499,5,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13500,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13501,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
train_13502,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
train_13503,7,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
train_13504,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13505,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13506,4,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
train_13507,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
train_13508,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13509,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13510,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13511,6,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13512,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
train_13513,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13514,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13515,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13516,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
train_13517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
train_13518,6,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13519,4,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
train_13520,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
