image_name,fold,bare_ground,haze,artisinal_mine,selective_logging,agriculture,cultivation,clear,partly_cloudy,blooming,slash_burn,water,blow_down,road,primary,cloudy,habitation,conventional_mine
train_7170,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7171,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7172,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7173,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7174,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7175,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
train_7176,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7177,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7178,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7179,3,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train_7180,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_7181,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7182,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7183,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7184,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
train_7185,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7186,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7187,4,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0
train_7188,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_7189,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7190,4,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
train_7191,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7192,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7193,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7194,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7195,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7196,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7197,4,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
train_7198,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7199,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7200,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7201,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7202,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
train_7203,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
train_7204,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7205,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
train_7206,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
train_7207,4,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
train_7208,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7209,3,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7211,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7212,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7213,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_7214,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7215,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
train_7216,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_7217,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7218,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
train_7219,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7220,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7221,3,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0
train_7222,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7223,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7224,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1
train_7225,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
train_7226,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7227,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7228,4,0,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0
train_7229,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7230,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7231,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7232,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7234,4,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
train_7235,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7236,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7237,2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
train_7238,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7239,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7240,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7241,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
train_7242,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7243,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7244,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7245,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7246,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
train_7247,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7248,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7249,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7250,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7251,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7252,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
train_7253,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7254,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7255,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7256,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7257,3,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
train_7258,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7259,4,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
train_7260,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7261,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7262,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
train_7263,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7264,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_7265,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7266,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7267,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7268,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7269,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7270,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7271,2,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7272,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7273,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
train_7274,3,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
train_7275,3,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
train_7276,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7277,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7278,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7279,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7280,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7281,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
train_7282,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7284,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7285,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7286,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7287,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7288,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
train_7289,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7290,3,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
train_7291,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7292,4,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7293,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7294,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7295,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7296,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7297,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7298,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7299,3,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
train_7300,2,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,0
train_7301,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7302,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_7303,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7304,3,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
train_7305,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7306,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7307,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7308,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7309,4,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
train_7310,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7311,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
train_7312,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7313,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
train_7314,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7315,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7316,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_7317,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7318,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7319,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7320,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7321,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7322,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_7323,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7324,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7325,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7326,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7327,3,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0
train_7328,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7329,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7330,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7331,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7332,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7334,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7335,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7336,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7337,3,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7338,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7339,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7340,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7341,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0
train_7342,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7343,3,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
train_7344,3,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
train_7345,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
train_7346,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7348,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7349,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7350,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7351,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7352,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_7353,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7354,3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7355,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
train_7356,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7358,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7359,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7360,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7361,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7362,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7363,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
train_7364,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7365,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7366,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7367,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7368,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7369,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7370,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
train_7371,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7372,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7373,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7374,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7375,1,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7376,3,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
train_7377,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7378,3,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
train_7379,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7381,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7382,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7383,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7384,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7385,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
train_7386,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7387,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7388,4,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0
train_7389,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7390,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7391,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7392,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7393,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7395,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7396,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7397,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7398,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7399,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0
train_7400,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7401,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7402,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
train_7403,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7404,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7405,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7406,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7407,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7408,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7409,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7410,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7412,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
train_7413,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7414,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7415,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7416,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
train_7417,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7418,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7419,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7420,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
train_7421,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7422,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7423,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7424,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7425,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
train_7426,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7427,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7428,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7429,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7430,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
train_7431,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7432,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7433,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7434,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
train_7435,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7436,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7437,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7438,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0
train_7439,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7441,4,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0
train_7442,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7443,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7444,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7445,3,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7446,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
train_7447,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_7448,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7449,4,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7450,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7451,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7452,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7453,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7454,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0
train_7455,4,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
train_7456,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7457,3,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7458,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7459,4,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0
train_7460,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7461,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
train_7462,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7463,4,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
train_7464,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
train_7465,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
train_7466,4,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7467,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7468,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7469,2,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
train_7470,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
train_7471,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7472,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7473,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7474,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7475,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7476,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7478,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
train_7479,3,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7480,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
train_7481,4,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0
train_7482,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7483,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7484,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7485,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
train_7486,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
train_7487,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
train_7488,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7489,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7490,2,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
train_7491,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7492,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7493,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
train_7494,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7495,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7496,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0
train_7497,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7498,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
train_7499,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
train_7500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7501,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7502,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0
train_7503,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
train_7504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7505,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
train_7506,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
train_7507,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
train_7508,3,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0
