image_name,fold,road,artisinal_mine,cloudy,selective_logging,blooming,agriculture,haze,slash_burn,habitation,clear,water,conventional_mine,cultivation,blow_down,primary,bare_ground,partly_cloudy
train_2944,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2945,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_2946,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2947,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2948,3,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_2949,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_2950,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2951,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2952,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2953,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_2954,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_2955,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_2956,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_2957,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_2958,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2959,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_2960,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2961,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_2962,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2963,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2964,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2965,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_2966,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_2967,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_2968,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2969,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_2970,4,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
train_2971,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2972,2,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
train_2973,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_2974,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_2975,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
train_2976,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_2977,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_2978,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2979,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_2980,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
train_2981,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2982,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2983,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2984,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2985,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2986,5,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0
train_2987,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_2988,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
train_2989,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_2990,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2991,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
train_2992,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_2993,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_2994,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_2995,8,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
train_2996,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_2997,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_2998,8,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_2999,6,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_3000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3001,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3002,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3003,7,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
train_3004,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3005,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3006,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_3007,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
train_3008,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_3009,7,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_3010,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3011,7,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3012,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3013,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
train_3014,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3015,6,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_3016,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3017,8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_3018,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3019,9,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_3020,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
train_3021,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3022,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3023,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3024,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3025,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3026,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3027,3,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_3028,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3029,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3030,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_3031,9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3032,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3033,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3034,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3035,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3036,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3037,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3038,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
train_3039,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3040,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
train_3041,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3042,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3043,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3044,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
train_3045,5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3046,8,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3047,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
train_3048,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3049,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3050,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3051,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3052,7,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
train_3053,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3054,4,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
train_3055,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3056,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_3057,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3058,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3059,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3060,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3061,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3062,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3063,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3064,7,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_3065,7,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
train_3066,2,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
train_3067,6,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0
train_3068,2,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
train_3069,7,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0
train_3070,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3071,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3072,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3073,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3074,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3075,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3076,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3077,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3078,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3079,9,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
train_3080,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3081,8,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
train_3082,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3083,9,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
train_3084,5,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_3085,7,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3086,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3087,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_3088,7,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_3089,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3090,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3091,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3093,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
train_3094,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3095,4,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_3096,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3097,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3098,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3099,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3100,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
train_3101,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3102,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3103,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3104,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3105,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3106,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3107,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3108,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3109,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3110,7,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
train_3111,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_3112,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3113,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0
train_3114,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
train_3115,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3116,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3117,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3118,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3119,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3120,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3121,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3122,6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_3123,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_3124,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3125,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3126,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3127,9,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
train_3128,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3129,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3130,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3131,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3133,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3134,8,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
train_3135,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3136,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3137,3,1,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0
train_3138,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3139,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3140,4,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_3141,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
train_3142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3143,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_3144,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3145,9,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3146,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3147,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3148,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3149,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3150,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3151,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3152,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
train_3153,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3154,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3155,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3156,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3157,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3158,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3159,9,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_3160,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3161,6,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0
train_3162,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3163,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3164,3,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
train_3165,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3166,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
train_3167,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3168,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3169,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_3170,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3171,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3172,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
train_3173,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
train_3174,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3175,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3176,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3177,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1
train_3178,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3179,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3180,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3181,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3182,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3183,9,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
train_3184,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3185,7,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0
train_3186,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3187,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3188,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3189,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3190,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3191,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3192,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_3193,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3194,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3195,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3196,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3197,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3198,6,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
train_3199,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3200,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3201,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3203,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3204,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0
train_3205,8,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0
train_3206,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3207,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3208,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3209,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3210,8,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
train_3211,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3212,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3213,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3214,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3215,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3216,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3217,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3218,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3219,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3220,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3221,9,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3222,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_3223,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3224,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3225,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3226,3,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
train_3227,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3228,8,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
train_3229,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3230,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3231,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3232,4,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
train_3233,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3234,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3235,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
train_3236,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3237,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3238,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3239,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3240,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3241,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3243,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3244,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3245,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3246,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_3247,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3248,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3249,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
train_3250,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
train_3251,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
train_3252,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3253,9,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3254,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3255,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3256,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
train_3257,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3258,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3259,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3260,6,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
train_3261,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
train_3262,5,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
train_3263,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3264,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3265,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3266,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3267,8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
train_3268,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
train_3269,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3270,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
train_3271,9,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
train_3272,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_3273,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3274,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
train_3275,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3276,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
train_3277,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3278,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
train_3279,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
train_3280,9,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0
train_3281,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
train_3282,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
