image_name,fold,haze,bare_ground,partly_cloudy,blow_down,primary,slash_burn,blooming,habitation,road,water,selective_logging,clear,cloudy,cultivation,conventional_mine,agriculture,artisinal_mine
train_6798,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6799,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
train_6800,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6801,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6802,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6803,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6804,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6805,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6806,9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6807,8,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
train_6808,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6809,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
train_6810,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6811,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6812,8,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6813,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6814,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6815,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6816,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6817,6,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6818,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6819,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6820,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
train_6821,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6822,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
train_6823,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6824,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6825,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
train_6826,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6827,3,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0
train_6828,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6829,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6830,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6831,8,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
train_6832,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
train_6833,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6834,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6835,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
train_6836,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6837,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6838,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6839,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6840,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6841,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_6842,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6843,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6844,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6845,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6846,4,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
train_6847,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6848,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6849,7,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0
train_6850,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6851,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6852,6,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
train_6853,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
train_6854,5,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
train_6855,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6856,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6857,6,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1
train_6858,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6859,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6860,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
train_6861,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6862,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_6863,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6864,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6865,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_6866,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6867,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6868,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6869,2,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
train_6870,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6871,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6872,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6873,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6874,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0
train_6875,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6876,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6877,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6878,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
train_6879,3,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
train_6880,7,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
train_6881,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
train_6882,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6883,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6884,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6885,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6886,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6887,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6888,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6889,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
train_6890,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6891,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6892,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6893,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6894,6,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0
train_6895,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6896,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_6897,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6898,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_6899,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
train_6900,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6901,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6902,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6903,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6904,6,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6905,5,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
train_6906,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6907,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6908,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
train_6909,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
train_6910,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6911,8,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
train_6912,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
train_6913,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6914,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
train_6915,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6916,4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
train_6917,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6918,9,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
train_6919,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_6920,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
train_6921,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6922,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6923,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
train_6924,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6925,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6926,7,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6927,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6928,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6929,9,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
train_6930,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6931,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6932,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6933,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
train_6934,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6935,8,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
train_6936,2,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
train_6937,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6938,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6939,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_6940,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6941,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6942,5,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
train_6943,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6944,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6945,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6946,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
train_6947,9,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6948,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6949,9,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
train_6950,4,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
train_6951,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6952,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0
train_6953,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6954,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6955,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0
train_6956,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6957,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6958,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6959,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_6960,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6961,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6962,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6963,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_6964,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6965,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
train_6966,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6967,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6968,5,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
train_6969,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6970,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6971,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6972,7,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0
train_6973,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6974,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6975,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_6976,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6977,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
train_6978,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
train_6979,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
train_6980,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6981,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
train_6982,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6983,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
train_6984,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6985,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
train_6986,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6987,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_6988,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
train_6989,9,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
train_6990,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
train_6991,4,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
train_6992,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6993,4,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
train_6994,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6995,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6996,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6997,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_6998,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_6999,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
train_7000,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
train_7001,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7002,6,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
train_7003,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_7004,2,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0
train_7005,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_7006,7,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0
train_7007,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7008,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_7009,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7010,5,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
train_7011,6,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0
train_7012,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0
train_7013,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7014,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7015,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_7016,3,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
train_7017,5,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
train_7018,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7019,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
train_7020,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_7021,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7022,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0
train_7023,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_7024,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7025,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7026,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7027,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7028,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_7029,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7030,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7031,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7032,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
train_7033,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7034,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7035,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7036,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7037,9,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
train_7038,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7039,4,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
train_7040,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7041,7,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
train_7042,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_7043,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7044,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7045,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7046,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7047,6,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0
train_7048,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_7049,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
train_7050,9,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
train_7051,7,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_7052,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_7053,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7054,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_7055,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7056,3,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0
train_7057,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7058,5,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_7059,8,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_7060,8,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_7061,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_7062,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
train_7063,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_7064,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_7065,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_7066,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7067,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7068,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_7069,7,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,0
train_7070,9,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_7071,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
train_7072,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
train_7073,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7074,4,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0
train_7075,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7076,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
train_7077,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7078,4,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
train_7079,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7080,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7081,5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
train_7082,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7083,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7084,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7085,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_7086,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7087,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7088,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
train_7089,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7090,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_7091,6,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
train_7092,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7093,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7094,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7095,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7096,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_7097,6,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7098,5,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7099,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7100,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7101,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_7102,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
train_7103,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7104,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7105,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7106,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7107,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7108,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7109,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7110,9,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
train_7111,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7112,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7113,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7114,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7115,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7116,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7117,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7118,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7119,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
train_7120,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
train_7121,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
train_7122,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7123,8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7124,7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7125,9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
train_7126,4,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0
train_7127,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
train_7128,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
train_7129,8,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7130,6,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0
train_7131,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7132,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7133,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
train_7134,9,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
train_7135,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
train_7136,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
